Other,English
'A'ole,No
'Ae,Yes
"'O wai kou inoa?, `O wai kou inoa?",What is your name?
'Olelo 'oe 'ölelo Hawai'i?,Do you speak Hawaiian?
'a'a,Jagged
'aeko,eagle
'ahi,Yellowfin tuna
'ai,to eat
'aihue,to steal
'aila,oil
'aina,Land
"'aina, honua",earth
'aka,to laugh
'alalä,crow
'alopeke,fox
'amakihi,group of small honey creepers
'ao'ao,page
'au,to swim
'aumakua,personal god who assumes forms
'auwae,chin
'auwai,canal
'awa,Kava
"'e'a, 'ehu",dust
'eha,pain
'ehia?,How much is this?
'elepani,elephant
'eli,to dig
'ewa,Area west of Honolulu
'ike,to know
'ike,to see
'ino,storm
'iole,mouse
'iole,rat
'o'opu,a goby
"'oe, `oukou",thou
'ohana,Family
'ohia,A hard wood tree
"'ohu, noe, noe",fog
'oi,sharp
'oia'i'o,truth
"'oia, ia",she
"'oiä'i'o, pololei",correct
"'oki, moku",to cut
'olapa,Dancer
"'ole, `a`ale, `a`ohe",no
'oliwa,olive
"'olua, 'oukou, 'oukou.`oe, `oe",you
'ono,Delicious
'ono,tasty
'opala,garbage
'opihi,limpet
'uku,louse
'uku lele,flea
'ukulele,guitarlike musical instrument
'ulu,Breadfruit
'umi'umi,beard
'uwï,to squeeze
'Âhinahina,Grey
'ä,The red-footed
'ä'ï,neck
"'ä, kuni",to burn
'äpala,apple
'ïlio,dog
'ïlio hae,wolf
"'öhi'a, `ôhi`alomi",tomato
'ökole,Buttocks
'ölelo,Language
'ölelo,to say
'ölelo,word
"'öpio, `ôpiopio",young
"('o)au, (W)au, au",I
A `o `oe?,And you?
A hui hou,adieu
A hui hou,bye
A hui hou,farewell
A hui hou!,See you later!
"A hui hou, Aloha",Goodbye
A ola hou,It lives again
Ai hea noho `oe?,Where do you live?
Ai hea...?,Where is...?
Aia i hea…?,Where is…?
Aloha,Hello
Aloha,affection
Aloha,greeting
Aloha,love
Aloha 'ahiahi,Good evening
"Aloha 'ahiahi, Aloha pó",Good night
Aloha 'auinala,Good afternoon
"Aloha Au Ia 'Oe, Aloha No Au Ia 'Oe",I love you
Aloha au i Hawai`i!,I love Hawai`i!
Aloha kakahiaka,Good morning
Aloha kakahiaka aku,good morning (1)
Aloha kakahiaka nui,good morning
Aloha kakahiaka!,Good morning!
"Aloha, komo mai",welcome
Aohe ou hilahila?,Are you not ashamed?
"E 'ai ka-kou (pl), E 'ai ka-ua (dl)",bon appetit
"E `olu`olu, ho`okahi kikiki i...",One ticket to...please
E `ölelo mälie,please speak more slowly
E hele ana `oe ihea?,Where are you going?
E puka aku ai,To go out
Ehia `ai`é `au iá`oe?,How much is the fare?
Ehia kálá kéia kumu kú`ai?,How much does this cost?
Hah!,Oh no!
Haleakalä,Volcano on the island of Maui
Hanau `ia Kristo ka haku,Christ the Lord is born
Hapahá á kahi,A quarter till two
Hapenuia!,Happy New Year!
Hau'oli Lä Hänau,happy Birthday
Hau`oli lá hánau!,Happy Birthday!
Hawai'i pono'ï,Hawaii's own
He `ono!,delicious!
He `upena,A fish net
He aha kéia hua`ólelo hawai`i?,How do you say this in English
He aha kéia?,What is this?
He aha?,What?
He hâpu`u,A grouper (fish)
He hâpu`u,A tree fern
He i`a ko ke kai,A fish in the sea
He ipu no he po`i,A container a lid
He lumi haka ka`u?,Is there vacancy for tonight?
He lâ`au ko uka,A tree in the upland
He mea iki,It's no trouble
He moa kâne,A rooster
He niu,A coconut
Heaha ko kela puu pahi umiumi,I1d yams and fish for two days
Hele wawai o ka malamalama,I am walking in the light
Hiku mau hola `umi-kúmá-kolu,Seven thirteen
Hipahipa!,Cheers!
Hipahipa!,Hip hip (hoorah)!
Ho`iho`i i ka wai,Return to the water
Hoaloha,Friend
Hola `ehia kéia?,What time is it?
Honolulu,capital city
Hui Ke`a `Ula`ula,Red Cross
I ka wâ hea?,When?
Ka Ha`aha`a,Humility
"Ka Haipule, Ka Ho`omana",Spirituality
Ka Hanohano,Dignity
Ka Ho`ohiki,Keeping promises
Ka Ho`okipa,Hospitality
Ka Ho`okûkû,Competitiveness
Ka Ho`omanawanui,Patience
Ka Ho`oponopono,Openly discussing problems
Ka Huikala,Forgiveness
Ka Hô`ihi,Respect
Ka Laulima,Cooperativeness
Ka Le`ale`a,Playfulness
Ka Lokomaika`i,Generosity
Ka Lôkahi,Balance
Ka Ma`ema`e,Cleanliness
Ka Mâlama,Caring for one another
Ka Na`auao,Intelligence
Ka Pa`ahana,Industry
Ka Pâna`i,Reciprocity
Ka `Olu`olu,Graciousness
Ka `Onipa`a,Steadfastness
Ka `ohe,The bamboo
Ka hau`oli na`u,The pleasure is mine
Ka makuahine aloha e,The beloved mother
Ka mea hea?,Which?
KaWiwo,Obedience
Kai Melemele,Yellow Sea
Kai `Ula,Red Sea
Kai `ele`ele,Black Sea
Kaikamahine,Daughter
Kala mai ia`u,Excuse me
Kalikimaka,Christmas
Kalikimaka,Yule
Kamaha`o!,marvelous!
Kamapua'a,demigod who take the shapes
Kamipulu!,Damn fool!
Kanakaloka,Santa Claus
Kanapapiki!,Son of a bitch!
Kani mai ke oli !,How shrill his song!
Kau i ka lewa,Hung up in the air
Ke Alaka`i,Leadership
Ke Aloha,Aloha
Ke Kela,Excellence
Ke Koa,Courage
Ke Kôkua,Helpfulness
Ke Kû i ka nu`u,Achievement
Ke Kûha`o,Self-reliance
Ke Kûpono,Honesty
Ke kalo,The taro
Ke ke`oke`o mai o ka nalu,The whiteness of the waves
Ke`oke`o,White
Keaka,Jack as in cards
Keiki káne,Son
"Kekemapa, kékémapa",December
Kelemánia,German
Kepania,Spanish
Kepanî,Japanese
Kipue!,Keep away!
Kristo,Christ
Ku`u pûnâwai,My fresh water spring
Ku`u wahi i`a,My little fish
Kupaianaha!,wondeful!
Káne,Husband
Ké`ai aku `oe ...?,Do you have...
Kú`ai mai wau kéia,I'll buy it
Leiko!,Let go!
"Lenalena, Melemele",Yellow
"Local version of ""goose bumps""",chicken skin
Lua mau hola `umi-kúmá-lima,Three fifteen
Lua mau hola á me hapahá,A quarter past three
Lukau!,Look out!
"Lâpule, pópule",Sunday
Mahalo,Thanks
