Other,English
-ma-,not
-mi,interrogative particle
-ng,an ending of the 2d person
-sy,possess. suffix (3d person)
abaj,aunt
ach,hunger
ach-,to open
achchy,acid
adaš-,to err
ag'a,brother
agach,tree
aha,respectful address
ahach,tree
ahu,poison
ahuw,poison
aiuv,bear
aj,month
aja,"palm of hand, palm of hand"
aja-,to pity
ajaq,"foot, cup"
ajaq,pot
ajaz,frost
ajlan-,"to move, visit"
ajran,kumys
ajyr-,to separate
ak,white
al,"device, deceit"
al,front
al,scarlet
al-,to take
al-dan,in front of
ala,variegated
alda-,to deceive
alhyš,blessing
alma,apple
amraq,aptitude
ana,mother
ant,oath
apaj,aunt
aq,white
aq chap-,pipeclay
aq-,to flow
aqsa-,to hobble
ara,space between
aran,shed
arpa,barley
arqa,back
art,back
ary-,to be tired
aryš,thill
as,ermine
as-,to hang
at,horse
at,name
at-,shoot
at-,to dawn
ata,father
av-,to roll over
av-la-n-,to turn over
avaz,voice
avdar-,to turn over
avna-,to tumble
avun-,to roll
aw,chase
aw,net
awlaq,field
awuz,mouth
az,a little
azuw,fang
aš,"bread, seed"
aš-la-,to pollinate
ašyq,die
ažaj,"mother, aunt"
bahyr,copper
baj,rich
baja-hy,recently
bajiw,elder sister
bajram,feast
bajraq,flag
bal,honey
bala,young animal
balaq,trouser leg
balchyq,clay
baldyr,calf of leg
balqy-,glitter
balta,axe
balyq,fish
balžibin,bee
baq-,watch
baqa,frog
bar,there is
bar-,to walk
barmaq,thumb
baru,fence
bary,all
bas-,to press
bat-,to get lost
bat-,to sink
batmaq,marsh
baw,bundle
baz-,make a decision
bazyq,thick
baš,head
bašmaq,shoe
bašnia,tower
bek,stable
bel,waist
ber-,to give
bet,face
bez,swelling
bez-,to shiver
bich-,to cut
bij,dance
biji-,to dance
bijik,high
bil-,to know
bile-,to sharpen
bilek,forearm
bilew,whetstone
bir,one
bit,louse
bit-,to be ended
biz,"we, awl"
biš-,ripe
bišew,cat
bohaz,channel
boiamuch,brown
boj,body
boja-,to paint
bojaw,dye
bojdaq,young lamb
bojun,neck
bol-,to become
bor,chalk
boran,storm
boz,grey
boš,empty
bu,this
budai,wheat
buha,bull
buhaq,craw
buhaq,hoar-frost
buhaw,string
bujuq-,to freeze
bujur-,to order
bulan,also
bulaq,well
bulha-,stir up
bulut,cloud
bur-,wind round
burax-,to send
burchaq,pea
burun,nose
but,leg
buta-,to cut branches
butaq,branch
buw-,to strangle
buwaz,pregnant of animals
buz,ice
buz-,destroy
buzaw,calf
buš-,to be bad-tempered
byltyr,last year
byrhy,trumpet
bywyn,joint
bögön,today
böl-,separate
böriu,wolf
börk,cap
börü,wolf
böteke,bird's crop
büjrek,kidney(s)
bük-,to curve
bürche,flea
bürke-,to cover up
bürtük,grain
bürüš-,to wrinkle
chabyw,gusset in clothes
chach,hair of head
chach-,sow
chachaq,fringe
chagyr,wine
chai,tea
chajna-,to chew
chajyr,tar
chak',weather
chal,grey-headed
chal-,to knock down
chal-,to plait
chalhy,scythe
chalma,turban
chap-,pipeclay
chap-,to chop
chapchaq,big vessel
